"geoid","year","measure","measure_type","region_type","value"
51059482400,2022,"food_insecure_original","count","tract",79
51059482400,2022,"food_secure_original","count","tract",558
51059482400,2022,"at_risk_pc_original","percent","tract",0.1802
51059482400,2022,"insecure_pc_original","percent","tract",0.1026
51059482400,2022,"secure_pc_original","percent","tract",0.7172
51059482502,2022,"at_risk_original","count","tract",90
51059482502,2022,"food_insecure_original","count","tract",127
51059482502,2022,"food_secure_original","count","tract",721
51059482502,2022,"at_risk_pc_original","percent","tract",0.0967
51059482502,2022,"insecure_pc_original","percent","tract",0.1359
51059482502,2022,"secure_pc_original","percent","tract",0.7673
51059482503,2022,"at_risk_original","count","tract",224
51059482503,2022,"food_insecure_original","count","tract",254
51059482503,2022,"food_secure_original","count","tract",1086
51059482503,2022,"at_risk_pc_original","percent","tract",0.1435
51059482503,2022,"insecure_pc_original","percent","tract",0.1625
51059482503,2022,"secure_pc_original","percent","tract",0.694
51059482504,2022,"at_risk_original","count","tract",286
51059482504,2022,"food_insecure_original","count","tract",125
51059482504,2022,"food_secure_original","count","tract",1226
51059482504,2022,"at_risk_pc_original","percent","tract",0.1748
51059482504,2022,"insecure_pc_original","percent","tract",0.0769
51059482504,2022,"secure_pc_original","percent","tract",0.7484
51059482505,2022,"at_risk_original","count","tract",128
51059482505,2022,"food_insecure_original","count","tract",179
51059482505,2022,"food_secure_original","count","tract",818
51059482505,2022,"at_risk_pc_original","percent","tract",0.114
51059482505,2022,"insecure_pc_original","percent","tract",0.1592
51059482505,2022,"secure_pc_original","percent","tract",0.7268
51059482506,2022,"at_risk_original","count","tract",272
51059482506,2022,"food_insecure_original","count","tract",249
51059482506,2022,"food_secure_original","count","tract",1318
51059482506,2022,"at_risk_pc_original","percent","tract",0.1479
51059482506,2022,"insecure_pc_original","percent","tract",0.1355
51059482506,2022,"secure_pc_original","percent","tract",0.7166
51059482507,2022,"at_risk_original","count","tract",332
51059482507,2022,"food_insecure_original","count","tract",321
51059482507,2022,"food_secure_original","count","tract",1026
51059482507,2022,"at_risk_pc_original","percent","tract",0.198
51059482507,2022,"insecure_pc_original","percent","tract",0.1913
51059482507,2022,"secure_pc_original","percent","tract",0.6107
51059482601,2022,"at_risk_original","count","tract",398
51059482601,2022,"food_insecure_original","count","tract",323
51059482601,2022,"food_secure_original","count","tract",1538
51059482601,2022,"at_risk_pc_original","percent","tract",0.1761
51059482601,2022,"insecure_pc_original","percent","tract",0.143
51059482601,2022,"secure_pc_original","percent","tract",0.6809
51059482603,2022,"at_risk_original","count","tract",216
51059482603,2022,"food_insecure_original","count","tract",195
51059482603,2022,"food_secure_original","count","tract",694
51059482603,2022,"at_risk_pc_original","percent","tract",0.1955
51059482603,2022,"insecure_pc_original","percent","tract",0.1767
51059482603,2022,"secure_pc_original","percent","tract",0.6277
51059482604,2022,"at_risk_original","count","tract",169
51059482604,2022,"food_insecure_original","count","tract",52
51059482604,2022,"food_secure_original","count","tract",1067
51059482604,2022,"at_risk_pc_original","percent","tract",0.1312
51059482604,2022,"insecure_pc_original","percent","tract",0.0405
51059482604,2022,"secure_pc_original","percent","tract",0.8283
51059490101,2022,"at_risk_original","count","tract",260
51059490101,2022,"food_insecure_original","count","tract",651
51059490101,2022,"food_secure_original","count","tract",1149
51059490101,2022,"at_risk_pc_original","percent","tract",0.1263
51059490101,2022,"insecure_pc_original","percent","tract",0.316
51059490101,2022,"secure_pc_original","percent","tract",0.5577
51059490104,2022,"at_risk_original","count","tract",210
51059490104,2022,"food_insecure_original","count","tract",298
51059490104,2022,"food_secure_original","count","tract",494
51059490104,2022,"at_risk_pc_original","percent","tract",0.2101
51059490104,2022,"insecure_pc_original","percent","tract",0.2973
51059490104,2022,"secure_pc_original","percent","tract",0.4927
51059490105,2022,"at_risk_original","count","tract",133
51059490105,2022,"food_insecure_original","count","tract",191
51059490105,2022,"food_secure_original","count","tract",537
51059490105,2022,"at_risk_pc_original","percent","tract",0.155
51059490105,2022,"insecure_pc_original","percent","tract",0.2222
51059490105,2022,"secure_pc_original","percent","tract",0.6228
51059490501,2022,"at_risk_original","count","tract",387
51059490501,2022,"food_insecure_original","count","tract",301
51059490501,2022,"food_secure_original","count","tract",568
51059490501,2022,"at_risk_pc_original","percent","tract",0.3084
51059490501,2022,"insecure_pc_original","percent","tract",0.2396
51059490501,2022,"secure_pc_original","percent","tract",0.4519
51059490502,2022,"at_risk_original","count","tract",649
51059490502,2022,"food_insecure_original","count","tract",418
51059490502,2022,"food_secure_original","count","tract",1060
51059490502,2022,"at_risk_pc_original","percent","tract",0.3051
51059490502,2022,"insecure_pc_original","percent","tract",0.1966
51059490502,2022,"secure_pc_original","percent","tract",0.4982
51059491000,2022,"at_risk_original","count","tract",140
51059491000,2022,"food_insecure_original","count","tract",51
51059491000,2022,"food_secure_original","count","tract",438
51059491000,2022,"at_risk_pc_original","percent","tract",0.2234
51059491000,2022,"insecure_pc_original","percent","tract",0.0809
51059491000,2022,"secure_pc_original","percent","tract",0.6957
51059491101,2022,"at_risk_original","count","tract",259
51059491101,2022,"food_insecure_original","count","tract",97
51059491101,2022,"food_secure_original","count","tract",901
51059491101,2022,"at_risk_pc_original","percent","tract",0.2066
51059491101,2022,"insecure_pc_original","percent","tract",0.0771
51059491101,2022,"secure_pc_original","percent","tract",0.7162
51059491102,2022,"at_risk_original","count","tract",230
51059491102,2022,"food_insecure_original","count","tract",182
51059491102,2022,"food_secure_original","count","tract",659
51059491102,2022,"at_risk_pc_original","percent","tract",0.2148
51059491102,2022,"insecure_pc_original","percent","tract",0.1703
51059491102,2022,"secure_pc_original","percent","tract",0.6149
51059491103,2022,"at_risk_original","count","tract",447
51059491103,2022,"food_insecure_original","count","tract",496
51059491103,2022,"food_secure_original","count","tract",1091
51059491103,2022,"at_risk_pc_original","percent","tract",0.2199
51059491103,2022,"insecure_pc_original","percent","tract",0.2441
51059491103,2022,"secure_pc_original","percent","tract",0.536
51059491201,2022,"at_risk_original","count","tract",425
51059491201,2022,"food_insecure_original","count","tract",660
51059491201,2022,"food_secure_original","count","tract",1193
51059491201,2022,"at_risk_pc_original","percent","tract",0.1868
51059491201,2022,"insecure_pc_original","percent","tract",0.2897
51059491201,2022,"secure_pc_original","percent","tract",0.5235
51059491202,2022,"at_risk_original","count","tract",218
51059491202,2022,"food_insecure_original","count","tract",212
51059491202,2022,"food_secure_original","count","tract",410
51059491202,2022,"at_risk_pc_original","percent","tract",0.2592
51059491202,2022,"insecure_pc_original","percent","tract",0.2524
51059491202,2022,"secure_pc_original","percent","tract",0.4884
51059491301,2022,"at_risk_original","count","tract",336
51059491301,2022,"food_insecure_original","count","tract",529
51059491301,2022,"food_secure_original","count","tract",1089
51059491301,2022,"at_risk_pc_original","percent","tract",0.1722
51059491301,2022,"insecure_pc_original","percent","tract",0.2707
51059491301,2022,"secure_pc_original","percent","tract",0.5572
51059491302,2022,"at_risk_original","count","tract",194
51059491302,2022,"food_insecure_original","count","tract",239
51059491302,2022,"food_secure_original","count","tract",870
51059491302,2022,"at_risk_pc_original","percent","tract",0.1488
51059491302,2022,"insecure_pc_original","percent","tract",0.1837
51059491302,2022,"secure_pc_original","percent","tract",0.6675
51059491303,2022,"at_risk_original","count","tract",307
51059491303,2022,"food_insecure_original","count","tract",328
51059491303,2022,"food_secure_original","count","tract",814
51059491303,2022,"at_risk_pc_original","percent","tract",0.2121
51059491303,2022,"insecure_pc_original","percent","tract",0.2262
51059491303,2022,"secure_pc_original","percent","tract",0.5617
51059491401,2022,"at_risk_original","count","tract",404
51059491401,2022,"food_insecure_original","count","tract",348
51059491401,2022,"food_secure_original","count","tract",978
51059491401,2022,"at_risk_pc_original","percent","tract",0.2337
51059491401,2022,"insecure_pc_original","percent","tract",0.2014
51059491401,2022,"secure_pc_original","percent","tract",0.5649
51059491402,2022,"at_risk_original","count","tract",327
51059491402,2022,"food_insecure_original","count","tract",284
51059491402,2022,"food_secure_original","count","tract",768
51059491402,2022,"at_risk_pc_original","percent","tract",0.237
51059491402,2022,"insecure_pc_original","percent","tract",0.2063
51059491402,2022,"secure_pc_original","percent","tract",0.5566
51059491403,2022,"at_risk_original","count","tract",589
51059491403,2022,"food_insecure_original","count","tract",81
51059491403,2022,"food_secure_original","count","tract",562
51059491403,2022,"at_risk_pc_original","percent","tract",0.4777
51059491403,2022,"insecure_pc_original","percent","tract",0.0664
51059491403,2022,"secure_pc_original","percent","tract",0.4559
51059491404,2022,"at_risk_original","count","tract",308
51059491404,2022,"food_insecure_original","count","tract",142
51059491404,2022,"food_secure_original","count","tract",896
51059491404,2022,"at_risk_pc_original","percent","tract",0.2287
51059491404,2022,"insecure_pc_original","percent","tract",0.106
51059491404,2022,"secure_pc_original","percent","tract",0.6653
51059491405,2022,"at_risk_original","count","tract",275
51059491405,2022,"food_insecure_original","count","tract",69
51059491405,2022,"food_secure_original","count","tract",423
51059491405,2022,"at_risk_pc_original","percent","tract",0.3586
51059491405,2022,"insecure_pc_original","percent","tract",0.0902
51059491405,2022,"secure_pc_original","percent","tract",0.5512
51059491501,2022,"at_risk_original","count","tract",473
51059491501,2022,"food_insecure_original","count","tract",395
51059491501,2022,"food_secure_original","count","tract",1362
51059491501,2022,"at_risk_pc_original","percent","tract",0.2123
51059491501,2022,"insecure_pc_original","percent","tract",0.1773
51059491501,2022,"secure_pc_original","percent","tract",0.6104
51059491502,2022,"at_risk_original","count","tract",252
51059491502,2022,"food_insecure_original","count","tract",126
51059491502,2022,"food_secure_original","count","tract",1672
51059491502,2022,"at_risk_pc_original","percent","tract",0.1232
51059491502,2022,"insecure_pc_original","percent","tract",0.0618
51059491502,2022,"secure_pc_original","percent","tract",0.815
51059491601,2022,"at_risk_original","count","tract",340
51059491601,2022,"food_insecure_original","count","tract",593
51059491601,2022,"food_secure_original","count","tract",700
51059491601,2022,"at_risk_pc_original","percent","tract",0.2083
51059491601,2022,"insecure_pc_original","percent","tract",0.363
51059491601,2022,"secure_pc_original","percent","tract",0.4287
51059491602,2022,"at_risk_original","count","tract",283
51059491602,2022,"food_insecure_original","count","tract",418
51059491602,2022,"food_secure_original","count","tract",906
51059491602,2022,"at_risk_pc_original","percent","tract",0.1764
51059491602,2022,"insecure_pc_original","percent","tract",0.2601
51059491602,2022,"secure_pc_original","percent","tract",0.5635
51059491701,2022,"at_risk_original","count","tract",162
51059491701,2022,"food_insecure_original","count","tract",264
51059491701,2022,"food_secure_original","count","tract",1482
51059491701,2022,"at_risk_pc_original","percent","tract",0.0852
51059491701,2022,"insecure_pc_original","percent","tract",0.1384
51059491701,2022,"secure_pc_original","percent","tract",0.7764
51059491703,2022,"at_risk_original","count","tract",529
51059491703,2022,"food_insecure_original","count","tract",598
51059491703,2022,"food_secure_original","count","tract",1876
51059491703,2022,"at_risk_pc_original","percent","tract",0.1764
51059491703,2022,"insecure_pc_original","percent","tract",0.1991
51059491703,2022,"secure_pc_original","percent","tract",0.6245
51059491704,2022,"at_risk_original","count","tract",368
51059491704,2022,"food_insecure_original","count","tract",433
51059491704,2022,"food_secure_original","count","tract",1571
51059491704,2022,"at_risk_pc_original","percent","tract",0.1554
51059491704,2022,"insecure_pc_original","percent","tract",0.1825
51059491704,2022,"secure_pc_original","percent","tract",0.6622
51059491705,2022,"at_risk_original","count","tract",212
51059491705,2022,"food_insecure_original","count","tract",150
51059491705,2022,"food_secure_original","count","tract",596
51059491705,2022,"at_risk_pc_original","percent","tract",0.2214
51059491705,2022,"insecure_pc_original","percent","tract",0.1573
51059491705,2022,"secure_pc_original","percent","tract",0.6213
51059491706,2022,"at_risk_original","count","tract",293
51059491706,2022,"food_insecure_original","count","tract",279
51059491706,2022,"food_secure_original","count","tract",729
51059491706,2022,"at_risk_pc_original","percent","tract",0.2256
51059491706,2022,"insecure_pc_original","percent","tract",0.2143
51059491706,2022,"secure_pc_original","percent","tract",0.56
51059491707,2022,"at_risk_original","count","tract",289
51059491707,2022,"food_insecure_original","count","tract",225
51059491707,2022,"food_secure_original","count","tract",1248
51059491707,2022,"at_risk_pc_original","percent","tract",0.1643
51059491707,2022,"insecure_pc_original","percent","tract",0.1277
51059491707,2022,"secure_pc_original","percent","tract",0.708
51059491801,2022,"at_risk_original","count","tract",203
51059491801,2022,"food_insecure_original","count","tract",356
51059491801,2022,"food_secure_original","count","tract",624
51059491801,2022,"at_risk_pc_original","percent","tract",0.1718
51059491801,2022,"insecure_pc_original","percent","tract",0.3009
51059491801,2022,"secure_pc_original","percent","tract",0.5272
51059491802,2022,"at_risk_original","count","tract",204
51059491802,2022,"food_insecure_original","count","tract",142
51059491802,2022,"food_secure_original","count","tract",767
51059491802,2022,"at_risk_pc_original","percent","tract",0.1839
51059491802,2022,"insecure_pc_original","percent","tract",0.1282
51059491802,2022,"secure_pc_original","percent","tract",0.688
51059491803,2022,"at_risk_original","count","tract",480
51059491803,2022,"food_insecure_original","count","tract",511
51059491803,2022,"food_secure_original","count","tract",1544
51059491803,2022,"at_risk_pc_original","percent","tract",0.1893
51059491803,2022,"insecure_pc_original","percent","tract",0.2017
51059491803,2022,"secure_pc_original","percent","tract",0.609
51059492000,2022,"at_risk_original","count","tract",573
51059492000,2022,"food_insecure_original","count","tract",126
51059492000,2022,"food_secure_original","count","tract",1513
51059492000,2022,"at_risk_pc_original","percent","tract",0.259
51059492000,2022,"insecure_pc_original","percent","tract",0.0573
51059492000,2022,"secure_pc_original","percent","tract",0.6837
51059492100,2022,"at_risk_original","count","tract",598
51059492100,2022,"food_insecure_original","count","tract",188
51059492100,2022,"food_secure_original","count","tract",1238
51059492100,2022,"at_risk_pc_original","percent","tract",0.2954
51059492100,2022,"insecure_pc_original","percent","tract",0.0932
51059492100,2022,"secure_pc_original","percent","tract",0.6114
51059492201,2022,"at_risk_original","count","tract",233
51059492201,2022,"food_insecure_original","count","tract",143
51059492201,2022,"food_secure_original","count","tract",627
51059492201,2022,"at_risk_pc_original","percent","tract",0.2323
51059492201,2022,"insecure_pc_original","percent","tract",0.1429
51059492201,2022,"secure_pc_original","percent","tract",0.6248
51059492202,2022,"at_risk_original","count","tract",752
51059492202,2022,"food_insecure_original","count","tract",141
51059492202,2022,"food_secure_original","count","tract",1274
51059492202,2022,"at_risk_pc_original","percent","tract",0.347
51059492202,2022,"insecure_pc_original","percent","tract",0.0653
51059492202,2022,"secure_pc_original","percent","tract",0.5877
51059492203,2022,"at_risk_original","count","tract",375
51059492203,2022,"food_insecure_original","count","tract",87
51059492203,2022,"food_secure_original","count","tract",648
51059492203,2022,"at_risk_pc_original","percent","tract",0.338
51059492203,2022,"insecure_pc_original","percent","tract",0.0787
51059492203,2022,"secure_pc_original","percent","tract",0.5833
51059492300,2022,"at_risk_original","count","tract",378
51059492300,2022,"food_insecure_original","count","tract",266
51059492300,2022,"food_secure_original","count","tract",522
51059492300,2022,"at_risk_pc_original","percent","tract",0.3239
51059492300,2022,"insecure_pc_original","percent","tract",0.228
51059492300,2022,"secure_pc_original","percent","tract",0.4481
51059492400,2022,"at_risk_original","count","tract",569
51059492400,2022,"food_insecure_original","count","tract",421
51059492400,2022,"food_secure_original","count","tract",737
51059492400,2022,"at_risk_pc_original","percent","tract",0.3296
51059492400,2022,"insecure_pc_original","percent","tract",0.2436
51059492400,2022,"secure_pc_original","percent","tract",0.4268
51059492500,2022,"at_risk_original","count","tract",353
51059492500,2022,"food_insecure_original","count","tract",135
51059492500,2022,"food_secure_original","count","tract",934
51059492500,2022,"at_risk_pc_original","percent","tract",0.2481
51059492500,2022,"insecure_pc_original","percent","tract",0.0954
51059492500,2022,"secure_pc_original","percent","tract",0.6565
51059980100,2022,"at_risk_original","count","tract",5
51059980100,2022,"food_insecure_original","count","tract",0
51059980100,2022,"food_secure_original","count","tract",0
51059980100,2022,"at_risk_pc_original","percent","tract",1
51059980100,2022,"insecure_pc_original","percent","tract",0
51059980100,2022,"secure_pc_original","percent","tract",0
51059980200,2022,"at_risk_original","count","tract",0
51059980200,2022,"food_insecure_original","count","tract",0
51059980200,2022,"food_secure_original","count","tract",0
51059980200,2022,"at_risk_pc_original","percent","tract",NA
51059980200,2022,"insecure_pc_original","percent","tract",NA
51059980200,2022,"secure_pc_original","percent","tract",NA
51059980300,2022,"at_risk_original","count","tract",0
51059980300,2022,"food_insecure_original","count","tract",0
51059980300,2022,"food_secure_original","count","tract",0
51059980300,2022,"at_risk_pc_original","percent","tract",NA
51059980300,2022,"insecure_pc_original","percent","tract",NA
51059980300,2022,"secure_pc_original","percent","tract",NA
51600300100,2022,"at_risk_original","count","tract",426
51600300100,2022,"food_insecure_original","count","tract",611
51600300100,2022,"food_secure_original","count","tract",1012
51600300100,2022,"at_risk_pc_original","percent","tract",0.2079
51600300100,2022,"insecure_pc_original","percent","tract",0.2983
51600300100,2022,"secure_pc_original","percent","tract",0.4938
51600300200,2022,"at_risk_original","count","tract",416
51600300200,2022,"food_insecure_original","count","tract",428
51600300200,2022,"food_secure_original","count","tract",1082
51600300200,2022,"at_risk_pc_original","percent","tract",0.2159
51600300200,2022,"insecure_pc_original","percent","tract",0.2224
51600300200,2022,"secure_pc_original","percent","tract",0.5617
51600300300,2022,"at_risk_original","count","tract",487
51600300300,2022,"food_insecure_original","count","tract",712
51600300300,2022,"food_secure_original","count","tract",1035
51600300300,2022,"at_risk_pc_original","percent","tract",0.2179
51600300300,2022,"insecure_pc_original","percent","tract",0.3189
51600300300,2022,"secure_pc_original","percent","tract",0.4632
51600300400,2022,"at_risk_original","count","tract",301
51600300400,2022,"food_insecure_original","count","tract",346
51600300400,2022,"food_secure_original","count","tract",791
51600300400,2022,"at_risk_pc_original","percent","tract",0.2093
51600300400,2022,"insecure_pc_original","percent","tract",0.2408
51600300400,2022,"secure_pc_original","percent","tract",0.5498
51600300500,2022,"at_risk_original","count","tract",292
51600300500,2022,"food_insecure_original","count","tract",331
51600300500,2022,"food_secure_original","count","tract",814
51600300500,2022,"at_risk_pc_original","percent","tract",0.2034
51600300500,2022,"insecure_pc_original","percent","tract",0.2305
51600300500,2022,"secure_pc_original","percent","tract",0.5662
51610500100,2022,"at_risk_original","count","tract",661
51610500100,2022,"food_insecure_original","count","tract",136
51610500100,2022,"food_secure_original","count","tract",591
51610500100,2022,"at_risk_pc_original","percent","tract",0.476
51610500100,2022,"insecure_pc_original","percent","tract",0.0981
51610500100,2022,"secure_pc_original","percent","tract",0.4259
51610500200,2022,"at_risk_original","count","tract",1016
51610500200,2022,"food_insecure_original","count","tract",403
51610500200,2022,"food_secure_original","count","tract",1117
51610500200,2022,"at_risk_pc_original","percent","tract",0.4006
51610500200,2022,"insecure_pc_original","percent","tract",0.1589
51610500200,2022,"secure_pc_original","percent","tract",0.4406
51610500300,2022,"at_risk_original","count","tract",757
51610500300,2022,"food_insecure_original","count","tract",246
51610500300,2022,"food_secure_original","count","tract",699
51610500300,2022,"at_risk_pc_original","percent","tract",0.4448
51610500300,2022,"insecure_pc_original","percent","tract",0.1447
51610500300,2022,"secure_pc_original","percent","tract",0.4105
51059415100,2022,"at_risk_snap","count","tract",326
51059415100,2022,"food_insecure_snap","count","tract",111
51059415100,2022,"food_secure_snap","count","tract",682
51059415100,2022,"at_risk_pc_snap","percent","tract",0.2913
51059415100,2022,"insecure_pc_snap","percent","tract",0.0994
51059415100,2022,"secure_pc_snap","percent","tract",0.6093
51059415200,2022,"at_risk_snap","count","tract",305
51059415200,2022,"food_insecure_snap","count","tract",240
51059415200,2022,"food_secure_snap","count","tract",1130
51059415200,2022,"at_risk_pc_snap","percent","tract",0.1822
51059415200,2022,"insecure_pc_snap","percent","tract",0.1435
51059415200,2022,"secure_pc_snap","percent","tract",0.6743
51059415300,2022,"at_risk_snap","count","tract",381
51059415300,2022,"food_insecure_snap","count","tract",194
51059415300,2022,"food_secure_snap","count","tract",1129
51059415300,2022,"at_risk_pc_snap","percent","tract",0.2235
51059415300,2022,"insecure_pc_snap","percent","tract",0.1143
51059415300,2022,"secure_pc_snap","percent","tract",0.6622
51059415401,2022,"at_risk_snap","count","tract",515
51059415401,2022,"food_insecure_snap","count","tract",695
51059415401,2022,"food_secure_snap","count","tract",642
51059415401,2022,"at_risk_pc_snap","percent","tract",0.2783
51059415401,2022,"insecure_pc_snap","percent","tract",0.3752
51059415401,2022,"secure_pc_snap","percent","tract",0.3465
51059415402,2022,"at_risk_snap","count","tract",167
51059415402,2022,"food_insecure_snap","count","tract",110
51059415402,2022,"food_secure_snap","count","tract",834
51059415402,2022,"at_risk_pc_snap","percent","tract",0.1509
51059415402,2022,"insecure_pc_snap","percent","tract",0.0996
51059415402,2022,"secure_pc_snap","percent","tract",0.7494
51059415500,2022,"at_risk_snap","count","tract",407
51059415500,2022,"food_insecure_snap","count","tract",710
51059415500,2022,"food_secure_snap","count","tract",1235
51059415500,2022,"at_risk_pc_snap","percent","tract",0.1731
51059415500,2022,"insecure_pc_snap","percent","tract",0.3018
51059415500,2022,"secure_pc_snap","percent","tract",0.5251
51059415600,2022,"at_risk_snap","count","tract",221
51059415600,2022,"food_insecure_snap","count","tract",119
51059415600,2022,"food_secure_snap","count","tract",683
51059415600,2022,"at_risk_pc_snap","percent","tract",0.2163
51059415600,2022,"insecure_pc_snap","percent","tract",0.1165
51059415600,2022,"secure_pc_snap","percent","tract",0.6672
51059415700,2022,"at_risk_snap","count","tract",510
51059415700,2022,"food_insecure_snap","count","tract",139
51059415700,2022,"food_secure_snap","count","tract",614
51059415700,2022,"at_risk_pc_snap","percent","tract",0.4037
51059415700,2022,"insecure_pc_snap","percent","tract",0.1106
51059415700,2022,"secure_pc_snap","percent","tract",0.4858
51059415800,2022,"at_risk_snap","count","tract",525
51059415800,2022,"food_insecure_snap","count","tract",292
51059415800,2022,"food_secure_snap","count","tract",958
51059415800,2022,"at_risk_pc_snap","percent","tract",0.2959
51059415800,2022,"insecure_pc_snap","percent","tract",0.1644
51059415800,2022,"secure_pc_snap","percent","tract",0.5396
51059415900,2022,"at_risk_snap","count","tract",247
51059415900,2022,"food_insecure_snap","count","tract",81
51059415900,2022,"food_secure_snap","count","tract",866
51059415900,2022,"at_risk_pc_snap","percent","tract",0.2067
51059415900,2022,"insecure_pc_snap","percent","tract",0.0679
51059415900,2022,"secure_pc_snap","percent","tract",0.7254
51059416000,2022,"at_risk_snap","count","tract",706
51059416000,2022,"food_insecure_snap","count","tract",516
51059416000,2022,"food_secure_snap","count","tract",979
51059416000,2022,"at_risk_pc_snap","percent","tract",0.3206
51059416000,2022,"insecure_pc_snap","percent","tract",0.2344
51059416000,2022,"secure_pc_snap","percent","tract",0.4449
51059416100,2022,"at_risk_snap","count","tract",359
51059416100,2022,"food_insecure_snap","count","tract",182
51059416100,2022,"food_secure_snap","count","tract",907
51059416100,2022,"at_risk_pc_snap","percent","tract",0.2482
51059416100,2022,"insecure_pc_snap","percent","tract",0.126
51059416100,2022,"secure_pc_snap","percent","tract",0.6258
51059416200,2022,"at_risk_snap","count","tract",338
51059416200,2022,"food_insecure_snap","count","tract",535
51059416200,2022,"food_secure_snap","count","tract",349
51059416200,2022,"at_risk_pc_snap","percent","tract",0.2765
51059416200,2022,"insecure_pc_snap","percent","tract",0.4379
51059416200,2022,"secure_pc_snap","percent","tract",0.2856
51059416300,2022,"at_risk_snap","count","tract",185
51059416300,2022,"food_insecure_snap","count","tract",131
51059416300,2022,"food_secure_snap","count","tract",385
51059416300,2022,"at_risk_pc_snap","percent","tract",0.2638
51059416300,2022,"insecure_pc_snap","percent","tract",0.1867
51059416300,2022,"secure_pc_snap","percent","tract",0.5495
51059420100,2022,"at_risk_snap","count","tract",281
51059420100,2022,"food_insecure_snap","count","tract",315
51059420100,2022,"food_secure_snap","count","tract",603
51059420100,2022,"at_risk_pc_snap","percent","tract",0.2345
51059420100,2022,"insecure_pc_snap","percent","tract",0.263
51059420100,2022,"secure_pc_snap","percent","tract",0.5025
51059420201,2022,"at_risk_snap","count","tract",227
51059420201,2022,"food_insecure_snap","count","tract",109
51059420201,2022,"food_secure_snap","count","tract",967
51059420201,2022,"at_risk_pc_snap","percent","tract",0.1744
51059420201,2022,"insecure_pc_snap","percent","tract",0.0837
51059420201,2022,"secure_pc_snap","percent","tract",0.7419
51059420202,2022,"at_risk_snap","count","tract",140
51059420202,2022,"food_insecure_snap","count","tract",58
51059420202,2022,"food_secure_snap","count","tract",1031
51059420202,2022,"at_risk_pc_snap","percent","tract",0.1139
51059420202,2022,"insecure_pc_snap","percent","tract",0.0474
51059420202,2022,"secure_pc_snap","percent","tract",0.8386
51059420203,2022,"at_risk_snap","count","tract",234
51059420203,2022,"food_insecure_snap","count","tract",107
51059420203,2022,"food_secure_snap","count","tract",711
51059420203,2022,"at_risk_pc_snap","percent","tract",0.2228
51059420203,2022,"insecure_pc_snap","percent","tract",0.1017
51059420203,2022,"secure_pc_snap","percent","tract",0.6755
51059420300,2022,"at_risk_snap","count","tract",635
51059420300,2022,"food_insecure_snap","count","tract",390
51059420300,2022,"food_secure_snap","count","tract",1047
51059420300,2022,"at_risk_pc_snap","percent","tract",0.3066
51059420300,2022,"insecure_pc_snap","percent","tract",0.1881
51059420300,2022,"secure_pc_snap","percent","tract",0.5053
51059420400,2022,"at_risk_snap","count","tract",418
51059420400,2022,"food_insecure_snap","count","tract",207
51059420400,2022,"food_secure_snap","count","tract",1564
51059420400,2022,"at_risk_pc_snap","percent","tract",0.191
51059420400,2022,"insecure_pc_snap","percent","tract",0.0949
51059420400,2022,"secure_pc_snap","percent","tract",0.7141
51059420501,2022,"at_risk_snap","count","tract",148
51059420501,2022,"food_insecure_snap","count","tract",87
51059420501,2022,"food_secure_snap","count","tract",443
51059420501,2022,"at_risk_pc_snap","percent","tract",0.2189
51059420501,2022,"insecure_pc_snap","percent","tract",0.1291
51059420501,2022,"secure_pc_snap","percent","tract",0.652
51059420502,2022,"at_risk_snap","count","tract",221
51059420502,2022,"food_insecure_snap","count","tract",215
51059420502,2022,"food_secure_snap","count","tract",908
51059420502,2022,"at_risk_pc_snap","percent","tract",0.1643
51059420502,2022,"insecure_pc_snap","percent","tract",0.16
51059420502,2022,"secure_pc_snap","percent","tract",0.6757
51059420503,2022,"at_risk_snap","count","tract",288
51059420503,2022,"food_insecure_snap","count","tract",411
51059420503,2022,"food_secure_snap","count","tract",828
51059420503,2022,"at_risk_pc_snap","percent","tract",0.1888
51059420503,2022,"insecure_pc_snap","percent","tract",0.2694
51059420503,2022,"secure_pc_snap","percent","tract",0.5418
51059420600,2022,"at_risk_snap","count","tract",429
51059420600,2022,"food_insecure_snap","count","tract",416
51059420600,2022,"food_secure_snap","count","tract",1112
51059420600,2022,"at_risk_pc_snap","percent","tract",0.2193
51059420600,2022,"insecure_pc_snap","percent","tract",0.2127
51059420600,2022,"secure_pc_snap","percent","tract",0.568
51059420700,2022,"at_risk_snap","count","tract",487
51059420700,2022,"food_insecure_snap","count","tract",219
51059420700,2022,"food_secure_snap","count","tract",603
51059420700,2022,"at_risk_pc_snap","percent","tract",0.3723
51059420700,2022,"insecure_pc_snap","percent","tract",0.1673
51059420700,2022,"secure_pc_snap","percent","tract",0.4604
51059420800,2022,"at_risk_snap","count","tract",327
51059420800,2022,"food_insecure_snap","count","tract",196
51059420800,2022,"food_secure_snap","count","tract",714
51059420800,2022,"at_risk_pc_snap","percent","tract",0.2645
51059420800,2022,"insecure_pc_snap","percent","tract",0.1584
51059420800,2022,"secure_pc_snap","percent","tract",0.5771
51059421001,2022,"at_risk_snap","count","tract",260
51059421001,2022,"food_insecure_snap","count","tract",194
51059421001,2022,"food_secure_snap","count","tract",587
51059421001,2022,"at_risk_pc_snap","percent","tract",0.2497
51059421001,2022,"insecure_pc_snap","percent","tract",0.1868
51059421001,2022,"secure_pc_snap","percent","tract",0.5635
51059421002,2022,"at_risk_snap","count","tract",445
